-100,-9.9966e+09
-99,-9.5066e+09
-98,-9.036e+09
-97,-8.5843e+09
-96,-8.1508e+09
-95,-7.735e+09
-94,-7.3363e+09
-93,-6.9542e+09
-92,-6.5883e+09
-91,-6.2379e+09
-90,-5.9025e+09
-89,-5.5818e+09
-88,-5.2751e+09
-87,-4.9821e+09
-86,-4.7022e+09
-85,-4.4351e+09
-84,-4.1802e+09
-83,-3.9372e+09
-82,-3.7056e+09
-81,-3.4851e+09
-80,-3.2752e+09
-79,-3.0755e+09
-78,-2.8857e+09
-77,-2.7053e+09
-76,-2.5341e+09
-75,-2.3717e+09
-74,-2.2177e+09
-73,-2.0719e+09
-72,-1.9337e+09
-71,-1.8031e+09
-70,-1.6796e+09
-69,-1.563e+09
-68,-1.453e+09
-67,-1.3492e+09
-66,-1.2514e+09
-65,-1.1594e+09
-64,-1.0729e+09
-63,-9.9166e+08
-62,-9.1539e+08
-61,-8.4389e+08
-60,-7.7693e+08
-59,-7.1428e+08
-58,-6.5575e+08
-57,-6.0112e+08
-56,-5.5018e+08
-55,-5.0277e+08
-54,-4.5867e+08
-53,-4.1773e+08
-52,-3.7977e+08
-51,-3.4461e+08
-50,-3.1211e+08
-49,-2.8211e+08
-48,-2.5446e+08
-47,-2.2902e+08
-46,-2.0566e+08
-45,-1.8424e+08
-44,-1.6465e+08
-43,-1.4676e+08
-42,-1.3046e+08
-41,-1.1564e+08
-40,-1.022e+08
-39,-9.0039e+07
-38,-7.9064e+07
-37,-6.9186e+07
-36,-6.0321e+07
-35,-5.2388e+07
-34,-4.5313e+07
-33,-3.9023e+07
-32,-3.3452e+07
-31,-2.8536e+07
-30,-2.4216e+07
-29,-2.0435e+07
-28,-1.7142e+07
-27,-1.4287e+07
-26,-1.1826e+07
-25,-9.7166e+06
-24,-7.9193e+06
-23,-6.3982e+06
-22,-5.1202e+06
-21,-4.055e+06
-20,-3.1748e+06
-19,-2.4545e+06
-18,-1.8712e+06
-17,-1.4044e+06
-16,-1.0356e+06
-15,-7.4869e+05
-14,-5.2913e+05
-13,-3.6431e+05
-12,-2.4333e+05
-11,-1.568e+05
-10,-96798
-9,-56706
-8,-31114
-7,-15692
-6,-7068.2
-5,-2710.7
-4,-808.32
-3,-149.49
-2,-2.8
-1,3.21
0,1.1562e-09
1,-0.97
2,11.76
3,169.65
4,844.16
5,2766.8
6,7148.9
7,15802
8,31258
9,56887
10,97022
11,1.5707e+05
12,2.4365e+05
13,3.6469e+05
14,5.2956e+05
15,7.492e+05
16,1.0362e+06
17,1.405e+06
18,1.8719e+06
19,2.4553e+06
20,3.1757e+06
21,4.056e+06
22,5.1213e+06
23,6.3993e+06
24,7.9206e+06
25,9.718e+06
26,1.1828e+07
27,1.4289e+07
28,1.7143e+07
29,2.0437e+07
30,2.4218e+07
31,2.8538e+07
32,3.3454e+07
33,3.9026e+07
34,4.5315e+07
35,5.2391e+07
36,6.0323e+07
37,6.9189e+07
38,7.9067e+07
39,9.0043e+07
40,1.022e+08
41,1.1565e+08
42,1.3046e+08
43,1.4676e+08
44,1.6466e+08
45,1.8425e+08
46,2.0566e+08
47,2.2903e+08
48,2.5446e+08
49,2.8211e+08
50,3.1212e+08
51,3.4462e+08
52,3.7977e+08
53,4.1774e+08
54,4.5868e+08
55,5.0277e+08
56,5.5019e+08
57,6.0112e+08
58,6.5576e+08
59,7.1429e+08
60,7.7694e+08
61,8.439e+08
62,9.154e+08
63,9.9167e+08
64,1.0729e+09
65,1.1594e+09
66,1.2514e+09
67,1.3492e+09
68,1.453e+09
69,1.563e+09
70,1.6796e+09
71,1.8031e+09
72,1.9338e+09
73,2.0719e+09
74,2.2178e+09
75,2.3717e+09
76,2.5342e+09
77,2.7054e+09
78,2.8857e+09
79,3.0755e+09
80,3.2752e+09
81,3.4851e+09
82,3.7057e+09
83,3.9373e+09
84,4.1803e+09
85,4.4352e+09
86,4.7023e+09
87,4.9822e+09
88,5.2752e+09
89,5.5819e+09
90,5.9026e+09
91,6.238e+09
92,6.5884e+09
93,6.9544e+09
94,7.3364e+09
95,7.7351e+09
96,8.151e+09
97,8.5845e+09
98,9.0362e+09
99,9.5068e+09
100,9.9968e+09
101,1.0507e+10
102,1.1037e+10
103,1.1589e+10
104,1.2163e+10
105,1.2759e+10
106,1.3378e+10
107,1.4022e+10
108,1.4689e+10
109,1.5382e+10
110,1.6101e+10
111,1.6846e+10
112,1.7619e+10
113,1.842e+10
114,1.9249e+10
115,2.0108e+10
116,2.0998e+10
117,2.1919e+10
118,2.2872e+10
119,2.3858e+10
120,2.4877e+10
121,2.5931e+10
122,2.7021e+10
123,2.8146e+10
124,2.9309e+10
125,3.051e+10
126,3.1751e+10
127,3.3031e+10
128,3.4352e+10
129,3.5715e+10
130,3.7121e+10
131,3.8571e+10
132,4.0066e+10
133,4.1606e+10
134,4.3194e+10
135,4.483e+10
136,4.6515e+10
137,4.8251e+10
138,5.0038e+10
139,5.1877e+10
140,5.377e+10
141,5.5718e+10
142,5.7722e+10
143,5.9783e+10
144,6.1903e+10
145,6.4082e+10
146,6.6322e+10
147,6.8625e+10
148,7.0991e+10
149,7.3421e+10
150,7.5918e+10
